Airfoil,AoA,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,L/D
ag37,12,1.5041,0.02914,0.02447,-0.0261,0.0065,1,51.6163
ag37,2,0.5991,0.00632,0.00154,-0.0448,0.3771,1,94.7943
ag37,3,0.7088,0.00719,0.00205,-0.0449,0.283,1,98.5814
ag37,4,0.8168,0.00831,0.00278,-0.045,0.1869,1,98.2912
ag37,5,0.9212,0.00994,0.00394,-0.0447,0.0841,1,92.6761
ag37,6,1.0241,0.01166,0.00545,-0.0442,0.0362,1,87.8302
ag37,7,1.1258,0.01331,0.00719,-0.0435,0.0232,1,84.583
ag37,8,1.2209,0.01566,0.00974,-0.042,0.016,1,77.963
ag37,9,1.3135,0.01787,0.01216,-0.0405,0.0123,1,73.5031
ag38,-3,0.0312,0.00705,0.00173,-0.05,0.9597,0.0275,4.42553
ag38,-4,-0.0933,0.00819,0.00293,-0.0479,0.9864,0.0161,-11.3919
ag38,-5,-0.2337,0.01049,0.00541,-0.0419,0.9946,0.0123,-22.2784
ag38,0,0.3459,0.00514,0.00107,-0.0447,0.5528,1,67.2957
ag38,1,0.4582,0.0056,0.00124,-0.0448,0.4906,1,81.8214
ag38,10,1.3749,0.02098,0.01574,-0.0385,0.0106,1,65.5338
ag38,11,1.4406,0.02548,0.02071,-0.0337,0.0089,1,56.5385
ag38,13,1.4832,0.03796,0.03415,-0.0182,0.0067,1,39.0727
ag38,2,0.5696,0.00624,0.0015,-0.045,0.3867,1,91.2821
ag38,3,0.6785,0.00738,0.00208,-0.0451,0.247,1,91.9377
ag38,5,0.8924,0.01016,0.00402,-0.0451,0.0572,1,87.8346
ag38,6,0.997,0.01175,0.00554,-0.0447,0.0296,1,84.8511
ag38,7,1.0993,0.01347,0.00741,-0.044,0.0212,1,81.611
ag38,8,1.1964,0.01571,0.00988,-0.0426,0.0163,1,76.1553
ag38,9,1.2848,0.01877,0.01324,-0.0403,0.0126,1,68.4497
ag44ct02r,-1,0.0868,0.00578,0.00093,-0.0351,0.6869,0.4549,15.0173
ag44ct02r,-2,-0.0216,0.00699,0.00121,-0.0354,0.7304,0.1038,-3.09013
ag44ct02r,0,0.1884,0.00442,0.00087,-0.0322,0.6294,0.9565,42.6244
ag44ct02r,1,0.3127,0.00478,0.0008,-0.0346,0.5416,1,65.4184
ag44ct02r,10,1.2485,0.01804,0.01268,-0.0257,0.0063,1,69.2073
ag44ct02r,11,1.3253,0.02264,0.01784,-0.0223,0.0052,1,58.538
ag44ct02r,12,1.3937,0.02706,0.0227,-0.0188,0.0041,1,51.5041
ag44ct02r,2,0.4218,0.00537,0.00095,-0.0338,0.4395,1,78.5475
ag44ct02r,3,0.5309,0.00607,0.00126,-0.0332,0.3449,1,87.4629
ag44ct02r,4,0.6398,0.00683,0.00173,-0.0327,0.2645,1,93.675
ag44ct02r,7,0.9591,0.01036,0.00452,-0.0308,0.0609,1,92.5772
ag44ct02r,8,1.0606,0.01226,0.00631,-0.0297,0.021,1,86.509
ag44ct02r,9,1.1577,0.01487,0.00915,-0.0279,0.0096,1,77.8547
ag455ct02r,-1,0.0713,0.00603,0.00091,-0.0312,0.6857,0.3579,11.8242
ag455ct02r,-2,-0.0388,0.0071,0.00125,-0.0313,0.7421,0.0536,-5.46479
ag455ct02r,0,0.1733,0.00436,0.00081,-0.0286,0.6162,0.9712,39.7477
ag455ct02r,1,0.2903,0.00478,0.00075,-0.0293,0.5223,1,60.7322
ag455ct02r,10,1.24,0.01883,0.01379,-0.0231,0.0062,1,65.8524
ag455ct02r,11,1.3274,0.02229,0.01764,-0.0211,0.0047,1,59.5514
ag455ct02r,12,1.3655,0.03174,0.028,-0.0164,0.0036,1,43.0214
ag455ct02r,13,1.3616,0.04288,0.03987,-0.0156,0.0034,1,31.7537
ag455ct02r,2,0.4016,0.00534,0.00088,-0.029,0.4233,1,75.206
ag455ct02r,3,0.5125,0.00603,0.00119,-0.0288,0.3255,1,84.9917
ag455ct02r,4,0.6228,0.00688,0.00169,-0.0285,0.2332,1,90.5233
ag455ct02r,5,0.732,0.0079,0.00242,-0.0283,0.1511,1,92.6582
ag455ct02r,6,0.8399,0.00911,0.0034,-0.0279,0.0872,1,92.1954
ag455ct02r,7,0.9462,0.01055,0.00471,-0.0273,0.0423,1,89.6872
ag455ct02r,8,1.0499,0.01244,0.00664,-0.0265,0.0171,1,84.3971
ag455ct02r,9,1.1501,0.0148,0.00924,-0.0252,0.0093,1,77.7095
ag45c03,-1,-0.0247,0.00736,0.00132,-0.0292,0.6743,0.0781,-3.35598
ag45c03,-2,-0.1377,0.00854,0.00242,-0.0295,0.7074,0.0104,-16.1241
ag45c03,-3,-0.2481,0.01197,0.00654,-0.0305,0.7479,0.0089,-20.7268
ag45c03,0,0.0873,0.00615,0.00091,-0.0295,0.6244,0.3795,14.1951
ag45c03,1,0.1935,0.00458,0.00081,-0.0277,0.5601,0.9907,42.2489
ag45c03,10,1.1714,0.01481,0.00917,-0.0257,0.0101,1,79.0952
ag45c03,11,1.2615,0.01877,0.01361,-0.024,0.0062,1,67.2083
ag45c03,12,1.3491,0.02211,0.01733,-0.0224,0.0049,1,61.0176
ag45c03,14,1.3868,0.04282,0.03951,-0.0205,0.0034,1,32.3867
ag45c03,2,0.3074,0.00494,0.00079,-0.0278,0.4912,1,62.2267
ag45c03,3,0.4199,0.00539,0.00093,-0.0277,0.4245,1,77.9035
ag45c03,4,0.5319,0.00596,0.00121,-0.0277,0.3487,1,89.245
ag45c03,5,0.643,0.00672,0.00168,-0.0277,0.2668,1,95.6845
ag45c03,6,0.7527,0.00774,0.00239,-0.0276,0.182,1,97.2481
ag45c03,7,0.8611,0.00896,0.00337,-0.0275,0.1107,1,96.1049
ag45c03,8,0.9677,0.01043,0.00466,-0.0272,0.0561,1,92.7804
ag45c03,9,1.0715,0.0123,0.00645,-0.0267,0.0219,1,87.1138
ag45ct02r,-1,0.0687,0.0059,0.00091,-0.0305,0.6811,0.4119,11.6441
ag45ct02r,-2,-0.0408,0.00712,0.00124,-0.0307,0.7251,0.0774,-5.73034
ag45ct02r,-3,-0.1462,0.00775,0.00233,-0.0327,0.8725,0.0109,-18.8645
ag45ct02r,0,0.1719,0.00438,0.00082,-0.028,0.6178,0.9669,39.2466
ag45ct02r,1,0.2915,0.00477,0.00076,-0.0294,0.5293,1,61.1111
ag45ct02r,10,1.234,0.01887,0.01377,-0.0221,0.0061,1,65.3948
ag45ct02r,11,1.3176,0.02277,0.01813,-0.0197,0.0049,1,57.8656
ag45ct02r,12,1.3646,0.03042,0.02645,-0.0154,0.0036,1,44.8586
ag45ct02r,13,1.33,0.04576,0.04268,-0.0161,0.0035,1,29.0647
ag45ct02r,2,0.4019,0.00531,0.00089,-0.0289,0.435,1,75.6874
ag45ct02r,3,0.5121,0.00597,0.00119,-0.0285,0.3436,1,85.7789
ag45ct02r,4,0.6219,0.00674,0.00166,-0.0281,0.2601,1,92.27
ag45ct02r,5,0.7306,0.00772,0.00234,-0.0277,0.1754,1,94.6373
ag45ct02r,6,0.8378,0.00897,0.00331,-0.0273,0.1022,1,93.4002
ag45ct02r,7,0.9433,0.01045,0.00462,-0.0267,0.0473,1,90.2679
ag45ct02r,8,1.046,0.01242,0.00656,-0.0257,0.0169,1,84.219
ag46c03,-2,-0.1615,0.0081,0.00239,-0.0261,0.7895,0.0103,-19.9383
ag46c03,0,0.0597,0.00601,0.00091,-0.0254,0.6848,0.3781,9.93344
ag46c03,1,0.1678,0.00427,0.00076,-0.024,0.6326,1,39.2974
ag46c03,10,1.1387,0.01538,0.01002,-0.0207,0.008,1,74.0377
ag46c03,11,1.2264,0.02016,0.01543,-0.0188,0.0057,1,60.8333
ag46c03,12,1.3104,0.02433,0.02009,-0.0171,0.0044,1,53.8594
ag46c03,2,0.2795,0.00464,0.00069,-0.0236,0.5411,1,60.2371
ag46c03,3,0.3907,0.00524,0.00084,-0.0234,0.4288,1,74.5611
ag46c03,4,0.5014,0.00606,0.0012,-0.0233,0.3064,1,82.7393
ag46c03,5,0.6112,0.00709,0.00177,-0.0232,0.1891,1,86.2059
ag46c03,6,0.7203,0.00819,0.00258,-0.0231,0.1112,1,87.9487
ag46c03,7,0.8284,0.0094,0.00363,-0.0228,0.0603,1,88.1277
ag46c03,8,0.9347,0.01097,0.00514,-0.0224,0.0265,1,85.2051
ag46c03,9,1.0389,0.01279,0.00712,-0.0218,0.0135,1,81.2275
ag46ct02r,-1,0.0587,0.00596,0.00086,-0.0294,0.7031,0.3555,9.84899
ag46ct02r,-4,-0.2856,0.01174,0.00704,-0.0288,1,0.0091,-24.3271
ag46ct02r,0,0.1665,0.00426,0.00076,-0.0281,0.6307,1,39.0845
ag46ct02r,1,0.2774,0.00469,0.00072,-0.0275,0.5374,1,59.1471
ag46ct02r,10,1.2212,0.01997,0.01519,-0.0204,0.0058,1,61.1517
ag46ct02r,11,1.3041,0.0243,0.02005,-0.0181,0.0046,1,53.6667
ag46ct02r,12,1.341,0.03388,0.03051,-0.0141,0.0035,1,39.5809
ag46ct02r,2,0.3883,0.00524,0.00085,-0.0271,0.4346,1,74.1031
ag46ct02r,3,0.4985,0.00603,0.00118,-0.0268,0.315,1,82.67
ag46ct02r,4,0.6079,0.00704,0.00173,-0.0265,0.1976,1,86.3494
ag46ct02r,5,0.7166,0.00813,0.00252,-0.0261,0.1159,1,88.1427
ag46ct02r,6,0.8245,0.00931,0.00353,-0.0257,0.0643,1,88.5607
ag46ct02r,7,0.9308,0.01075,0.00491,-0.0251,0.0303,1,86.586
ag46ct02r,8,1.0346,0.01262,0.00691,-0.0241,0.014,1,81.981
ag47c03,-1,-0.0844,0.00693,0.00116,-0.0197,0.7801,0.0381,-12.1789
ag47c03,-2,-0.1993,0.00808,0.00296,-0.02,1,0.0094,-24.6658
ag47c03,0,0.0247,0.00585,0.0008,-0.0195,0.7113,0.37,4.22222
ag47c03,1,0.1319,0.00412,0.00071,-0.0181,0.6664,1,32.0146
ag47c03,10,1.0968,0.01754,0.01275,-0.0137,0.0078,1,62.5314
ag47c03,11,1.1836,0.02308,0.01911,-0.0121,0.006,1,51.2825
ag47c03,12,1.2653,0.02787,0.0244,-0.0111,0.0044,1,45.4001
ag47c03,2,0.2433,0.00443,0.00062,-0.0175,0.5692,1,54.921
ag47c03,3,0.3536,0.00521,0.00078,-0.0172,0.4039,1,67.8695
ag47c03,4,0.4632,0.0064,0.00123,-0.0171,0.2123,1,72.375
ag47c03,5,0.5727,0.00756,0.00193,-0.017,0.098,1,75.754
ag47c03,6,0.6819,0.00863,0.00285,-0.0167,0.051,1,79.0151
ag47c03,7,0.7902,0.00985,0.0041,-0.0163,0.0273,1,80.2234
ag47c03,8,0.8965,0.0116,0.00604,-0.0157,0.0159,1,77.2845
ag47c03,9,0.9979,0.01461,0.00947,-0.0146,0.0108,1,68.3025
ag47ct02r,-1,0.0246,0.00545,0.00074,-0.0235,0.8136,0.3212,4.51376
ag47ct02r,-3,-0.2078,0.00863,0.00355,-0.0223,1,0.0092,-24.0788
ag47ct02r,-4,-0.3158,0.01272,0.00817,-0.0237,1,0.0086,-24.827
ag47ct02r,0,0.1286,0.00401,0.00069,-0.0215,0.6941,1,32.0698
ag47ct02r,1,0.239,0.0044,0.00062,-0.0207,0.5796,1,54.3182
ag47ct02r,10,1.1765,0.02259,0.01853,-0.013,0.0061,1,52.0806
ag47ct02r,11,1.2617,0.02669,0.02311,-0.0115,0.0046,1,47.2724
ag47ct02r,12,1.2537,0.0441,0.04197,-0.0108,0.0038,1,28.4286
ag47ct02r,2,0.3484,0.00525,0.00078,-0.0202,0.3973,1,66.3619
ag47ct02r,3,0.4574,0.0064,0.00121,-0.0198,0.2119,1,71.4687
ag47ct02r,4,0.5665,0.00747,0.00186,-0.0195,0.1063,1,75.8367
ag47ct02r,5,0.6753,0.00853,0.00274,-0.019,0.0547,1,79.1676
ag47ct02r,6,0.7832,0.00978,0.00399,-0.0184,0.0283,1,80.0818
ag47ct02r,7,0.8893,0.01144,0.00584,-0.0175,0.0165,1,77.736
ag47ct02r,8,0.9906,0.01437,0.00917,-0.0161,0.0111,1,68.9353
ag47ct02r,9,1.0907,0.01685,0.01197,-0.0151,0.0082,1,64.73
ag52,-1,0.1101,0.00485,0.00084,-0.0468,0.8023,0.6057,22.701
ag52,-2,0.0064,0.00558,0.00106,-0.0486,0.8778,0.3402,1.14695
ag52,-3,-0.1022,0.00658,0.00157,-0.0493,0.9435,0.1289,-15.5319
ag52,-4,-0.2263,0.00786,0.00248,-0.0466,0.9764,0.0256,-28.7913
ag52,0,0.2102,0.00439,0.00084,-0.0437,0.7217,0.8527,47.8815
ag52,1,0.3408,0.0046,0.00092,-0.0472,0.6279,0.9956,74.087
ag52,10,1.2406,0.01801,0.01245,-0.032,0.0058,1,68.884
ag52,11,1.3175,0.02158,0.01639,-0.028,0.0043,1,61.0519
ag52,12,1.3667,0.02703,0.02238,-0.0212,0.0036,1,50.5623
ag52,2,0.4513,0.00516,0.00106,-0.047,0.5266,1,87.4612
ag52,3,0.5545,0.00587,0.00137,-0.0453,0.419,1,94.4634
ag52,4,0.6573,0.00684,0.00189,-0.0438,0.2978,1,96.0965
ag52,5,0.7596,0.00806,0.00265,-0.0423,0.1824,1,94.2432
ag52,6,0.8607,0.00952,0.00372,-0.0408,0.0882,1,90.4097
ag52,7,0.9608,0.01113,0.00512,-0.0393,0.036,1,86.3252
ag52,8,1.0593,0.0129,0.00687,-0.0375,0.0159,1,82.1163
ag53,-1,0.1095,0.0049,0.00083,-0.0459,0.7965,0.59,22.3469
ag53,-2,0.0056,0.00566,0.00106,-0.0477,0.8782,0.3073,0.989399
ag53,-3,-0.1038,0.00666,0.0016,-0.0483,0.9498,0.1031,-15.5856
ag53,-4,-0.2296,0.00807,0.00271,-0.0453,0.9824,0.0171,-28.4511
ag53,-5,-0.3684,0.00991,0.00472,-0.0393,0.9935,0.0087,-37.1746
ag53,0,0.209,0.00434,0.00083,-0.0427,0.7117,0.8712,48.1567
ag53,1,0.3412,0.00461,0.00087,-0.0467,0.6142,1,74.013
ag53,10,1.2419,0.01877,0.01332,-0.0318,0.0053,1,66.1641
ag53,11,1.319,0.02242,0.01733,-0.028,0.004,1,58.8314
ag53,12,1.3699,0.0279,0.0234,-0.0217,0.0034,1,49.1004
ag53,13,1.3816,0.03468,0.03073,-0.0134,0.003,1,39.8385
ag53,2,0.4459,0.00517,0.00102,-0.0451,0.5159,1,86.2476
ag53,3,0.5512,0.00588,0.00134,-0.0439,0.4095,1,93.7415
ag53,4,0.6561,0.00683,0.00186,-0.0427,0.2923,1,96.0615
ag53,5,0.7601,0.00804,0.00262,-0.0416,0.1799,1,94.5398
ag53,6,0.8625,0.00951,0.0037,-0.0404,0.0865,1,90.694
ag53,7,0.964,0.01109,0.00509,-0.0391,0.0354,1,86.9252
ag53,8,1.0629,0.01299,0.00699,-0.0374,0.0142,1,81.8245
ag53,9,1.1563,0.01552,0.00973,-0.035,0.0075,1,74.5039
ag54,-1,0.1079,0.00503,0.00081,-0.0442,0.7813,0.5497,21.4513
ag54,-2,0.0034,0.00587,0.00107,-0.0457,0.8769,0.2343,0.579216
ag54,-4,-0.2457,0.0084,0.00316,-0.0406,0.9902,0.0116,-29.25
ag54,-5,-0.3838,0.01086,0.00586,-0.0347,1,0.0074,-35.3407
ag54,0,0.206,0.00428,0.00082,-0.0405,0.6889,0.9112,48.1308
ag54,1,0.3308,0.00465,0.00081,-0.0431,0.5894,1,71.1398
ag54,10,1.2495,0.01916,0.01384,-0.0317,0.0046,1,65.214
ag54,11,1.3192,0.02415,0.01938,-0.0273,0.0036,1,54.6253
ag54,12,1.3718,0.02966,0.02543,-0.0219,0.0031,1,46.2508
ag54,13,1.3618,0.03902,0.03539,-0.0148,0.0028,1,34.9001
ag54,2,0.4392,0.00521,0.00097,-0.0423,0.492,1,84.2994
ag54,3,0.5475,0.00591,0.00129,-0.0416,0.3899,1,92.6396
ag54,4,0.655,0.00682,0.0018,-0.041,0.2813,1,96.0411
ag54,5,0.7612,0.00796,0.00256,-0.0402,0.1771,1,95.6281
ag54,6,0.8654,0.00942,0.00365,-0.0394,0.0852,1,91.8684
ag54,7,0.9679,0.01109,0.00511,-0.0383,0.0312,1,87.2768
ag54,8,1.0674,0.0132,0.00725,-0.0367,0.011,1,80.8636
ag54,9,1.1626,0.01575,0.01003,-0.0346,0.0063,1,73.8159
ag55,-1,0.1086,0.00534,0.00082,-0.0418,0.778,0.4362,20.3371
ag55,-2,0.004,0.00634,0.00118,-0.0433,0.8971,0.0814,0.630915
ag55,-4,-0.253,0.01001,0.00511,-0.037,1,0.0083,-25.2747
ag55,0,0.2157,0.00414,0.00075,-0.0403,0.6755,1,52.1014
ag55,1,0.3261,0.00463,0.00075,-0.0397,0.5742,1,70.432
ag55,10,1.2677,0.01816,0.01287,-0.0323,0.0056,1,69.8073
ag55,12,1.4113,0.02798,0.02373,-0.0253,0.0026,1,50.4396
ag55,13,1.4416,0.03459,0.03096,-0.0191,0.0021,1,41.6768
ag55,2,0.4366,0.00523,0.0009,-0.0393,0.4688,1,83.4799
ag55,3,0.5464,0.00602,0.00124,-0.0389,0.351,1,90.7641
ag55,4,0.6554,0.00696,0.00178,-0.0386,0.2431,1,94.1667
ag55,5,0.7633,0.00809,0.00255,-0.0382,0.1491,1,94.3511
ag55,6,0.8694,0.00951,0.00366,-0.0376,0.069,1,91.4196
ag55,7,0.9739,0.01112,0.00516,-0.0368,0.0298,1,87.5809
ah21-7,-1,0.2606,0.00589,0.00145,-0.0918,0.9169,0.3473,44.2445
ah21-7,-2,0.1487,0.00715,0.0019,-0.0913,0.9336,0.1061,20.7972
ah21-7,0,0.3707,0.00457,0.00123,-0.0917,0.8895,0.7098,81.116
ah21-7,1,0.4708,0.00421,0.0013,-0.0881,0.8314,0.9086,111.829
ah21-7,10,1.2924,0.01658,0.01051,-0.0573,0.0087,1,77.9493
ah21-7,2,0.5575,0.00477,0.0014,-0.0819,0.6901,0.9591,116.876
ah21-7,3,0.6635,0.00662,0.00199,-0.0815,0.3911,0.9975,100.227
ah21-7,4,0.7428,0.00839,0.00275,-0.0759,0.1744,1,88.534
ah21-7,5,0.8306,0.01024,0.00383,-0.0721,0.0405,1,81.1133
ah21-7,6,0.929,0.01122,0.0047,-0.07,0.0264,1,82.7986
ah21-7,7,1.0264,0.01223,0.00573,-0.0678,0.0202,1,83.9248
ah21-7,8,1.118,0.01371,0.00757,-0.0645,0.0203,1,81.5463
ah21-7,9,1.2102,0.01483,0.00881,-0.0617,0.0178,1,81.6049
ah21-9,-1,0.1856,0.00623,0.00136,-0.0736,0.947,0.2072,29.7913
ah21-9,-2,0.0594,0.00763,0.00221,-0.0702,0.9581,0.0173,7.78506
ah21-9,-4,-0.1851,0.01043,0.00545,-0.0648,0.9734,0.0111,-17.7469
ah21-9,-5,-0.3177,0.01036,0.00515,-0.0593,0.9765,0.0059,-30.666
ah21-9,0,0.2975,0.00448,0.00101,-0.0743,0.9214,0.6621,66.4062
ah21-9,1,0.3926,0.00381,0.00101,-0.0693,0.8455,0.9462,103.045
ah21-9,2,0.5138,0.00491,0.00115,-0.0713,0.5914,0.9975,104.644
ah21-9,3,0.5868,0.00723,0.00185,-0.0644,0.2035,1,81.1618
ah21-9,4,0.6812,0.00873,0.00267,-0.0617,0.0604,1,78.0298
ah21-9,5,0.7788,0.01016,0.00383,-0.0596,0.0073,1,76.6535
ah21-9,6,0.8796,0.01127,0.0049,-0.058,0.004,1,78.0479
ah21-9,7,0.9731,0.01358,0.00763,-0.0546,0.0029,1,71.6568
ah21-9,8,1.0593,0.01723,0.01192,-0.0502,0.003,1,61.48
ah63k127,-1,0.3454,0.0069,0.00299,-0.0995,0.7174,0.7372,50.058
ah63k127,-3,0.1384,0.01043,0.00447,-0.1003,0.7275,0.0089,13.2694
ah63k127,0,0.4574,0.00675,0.00294,-0.0997,0.7106,0.8097,67.763
ah63k127,1,0.5719,0.00663,0.0028,-0.1006,0.703,0.8306,86.2594
ah63k127,2,0.6847,0.00641,0.00257,-0.1012,0.6902,0.8495,106.817
ah63k127,3,0.7976,0.00624,0.00252,-0.1021,0.6773,0.8611,127.821
ah63k127,4,0.907,0.00615,0.00241,-0.1022,0.6418,0.8737,147.48
ah63k127,5,1.0052,0.00668,0.00275,-0.1002,0.5608,0.8857,150.479
ah6407,-4,0.219,0.01497,0.00749,-0.1328,0.0492,0.0241,14.6293
ah6407,2,0.8772,0.00915,0.002,-0.144,0.3377,0.0342,95.8689
ah6407,3,0.985,0.00927,0.00213,-0.145,0.335,0.0318,106.257
ah6407,4,1.0911,0.00967,0.00248,-0.1455,0.2983,0.0308,112.834
ah6407,5,1.1923,0.01074,0.00314,-0.1453,0.2359,0.0311,111.015
ah79100a,-1,0.3771,0.00556,0.00102,-0.1164,0.7684,0.4346,67.8237
ah79100a,-2,0.2653,0.00579,0.00108,-0.1167,0.8022,0.3256,45.8204
ah79100a,-3,0.1542,0.00659,0.00143,-0.1166,0.8308,0.139,23.3991
ah79100a,-4,0.0428,0.00755,0.00213,-0.1166,0.8578,0.037,5.66887
ah79100a,-5,-0.0691,0.0083,0.00303,-0.1166,0.8817,0.024,-8.3253
ah79100a,0,0.4875,0.00561,0.00102,-0.1157,0.721,0.4975,86.8984
ah79100a,1,0.5973,0.00577,0.00113,-0.115,0.6643,0.5524,103.518
ah79100a,10,1.4252,0.02159,0.01578,-0.0868,0.0079,1,66.012
ah79100a,11,1.4513,0.02688,0.02153,-0.0751,0.0078,1,53.9918
ah79100a,12,1.4711,0.03364,0.02879,-0.0657,0.0076,1,43.7307
ah79100a,14,1.4669,0.05409,0.05029,-0.0549,0.0069,1,27.1196
ah79100a,2,0.7048,0.00615,0.00137,-0.1139,0.5849,0.6091,114.602
ah79100a,3,0.8111,0.0066,0.00177,-0.1128,0.5121,0.6837,122.894
ah79100a,5,1.0158,0.00822,0.00315,-0.1095,0.2921,1,123.577
ah79100a,6,1.108,0.01047,0.00452,-0.1068,0.1317,1,105.826
ah79100a,7,1.2004,0.01255,0.00613,-0.104,0.0473,1,95.6494
ah79100a,8,1.2845,0.01535,0.00883,-0.0995,0.0091,1,83.6808
ah79100a,9,1.3617,0.01835,0.01223,-0.094,0.0086,1,74.2071
ah79100c,-1,0.8059,0.00688,0.0015,-0.2182,0.7604,0.12,117.137
ah79100c,-2,0.6974,0.0071,0.00157,-0.2184,0.7866,0.0372,98.2254
ah79100c,-3,0.5874,0.00743,0.00204,-0.2185,0.8124,0.0222,79.0579
ah79100c,-4,0.476,0.00795,0.00278,-0.2182,0.838,0.0182,59.8742
ah79100c,-5,0.3636,0.0079,0.0027,-0.2177,0.8658,0.0091,46.0253
ah79100c,0,0.9146,0.00673,0.00163,-0.2181,0.7374,0.2595,135.899
ah79100c,1,1.0203,0.00605,0.00214,-0.2176,0.7141,0.8104,168.645
ah79100c,2,1.1196,0.00613,0.00234,-0.215,0.6871,1,182.643
ah79100c,3,1.2214,0.00656,0.00267,-0.2133,0.6546,1,186.189
ah79100c,7,1.4173,0.01837,0.01093,-0.1681,0.0087,1,77.153
ah79100c,8,1.484,0.02067,0.01344,-0.1612,0.0085,1,71.7949
ah79k132,-2,0.1833,0.00901,0.00305,-0.0784,0.7202,0.0921,20.3441
ah79k132,-4,-0.0373,0.01003,0.00402,-0.0776,0.7338,0.0377,-3.71884
ah79k132,-5,-0.1441,0.01137,0.00544,-0.0781,0.7392,0.0169,-12.6737
ah79k132,0,0.3837,0.00611,0.00246,-0.0752,0.7051,0.8467,62.7987
ah79k132,1,0.4912,0.00639,0.00272,-0.0738,0.6922,0.8878,76.8701
ah79k132,2,0.6035,0.00631,0.00265,-0.0743,0.6814,0.8994,95.6418
ah79k132,3,0.7131,0.00622,0.00254,-0.0742,0.6574,0.9099,114.646
ah79k132,4,0.8175,0.00634,0.00254,-0.0732,0.6088,0.9208,128.943
ah79k132,5,0.908,0.0073,0.00308,-0.07,0.4998,0.9295,124.384
ah79k132,8,1.05,0.01664,0.01001,-0.0447,0.0086,0.9726,63.101
ah79k135,-1,0.2174,0.00631,0.00235,-0.0649,0.7188,0.7226,34.4532
ah79k135,-4,-0.088,0.01136,0.00535,-0.0681,0.7398,0.0088,-7.74648
ah79k135,0,0.3269,0.00608,0.00238,-0.0643,0.7108,0.8346,53.7664
ah79k135,1,0.4381,0.00617,0.00249,-0.0639,0.7002,0.8707,71.0049
ah79k135,2,0.5496,0.00618,0.00251,-0.0641,0.686,0.8858,88.932
ah79k135,3,0.6616,0.00609,0.00238,-0.0646,0.6546,0.8964,108.637
ah79k135,6,0.8637,0.01306,0.0063,-0.0446,0.0092,0.9344,66.1332
ah79k135,7,0.9382,0.01425,0.00765,-0.0393,0.0088,0.949,65.8386
ah79k135,8,1.0076,0.01633,0.01003,-0.0351,0.0089,0.9707,61.7024
ah79k143,1,0.3581,0.00623,0.00261,-0.0473,0.7065,0.8584,57.4799
ah80136,-1,0.0016,0.00905,0.00235,0.0077,0.5525,0.056,0.176796
ah80136,-2,-0.1144,0.00971,0.003,0.0087,0.5582,0.0311,-11.7817
ah80136,-3,-0.2299,0.01035,0.00366,0.0095,0.5629,0.02,-22.2126
ah80136,-4,-0.3441,0.01127,0.00459,0.01,0.5652,0.0117,-30.5324
ah80136,-5,-0.4503,0.01474,0.00865,0.0088,0.576,0.0083,-30.5495
ah80136,0,0.1068,0.00645,0.00185,0.0077,0.5458,0.6912,16.5581
ah80136,1,0.2125,0.00605,0.00218,0.0098,0.5342,0.9681,35.124
ah80136,11,1.2496,0.02874,0.02278,-0.0233,0.0078,1,43.4795
ah80136,12,1.2651,0.03688,0.03117,-0.0216,0.0042,1,34.3031
ah80136,13,1.2857,0.04511,0.03967,-0.0206,0.0031,1,28.5014
ah80136,14,1.2832,0.05646,0.05143,-0.02,0.0029,1,22.7276
ah80136,2,0.3658,0.00616,0.00222,0.0009,0.5285,0.993,59.3831
ah80136,3,0.5086,0.0062,0.00219,-0.0063,0.5205,0.9998,82.0323
ah80136,4,0.6189,0.00625,0.00223,-0.0068,0.5109,1,99.024
ah80136,5,0.7279,0.00648,0.00246,-0.0071,0.498,1,112.33
ah80136,6,0.8379,0.00653,0.00262,-0.0074,0.4826,1,128.315
ah80136,7,0.9494,0.00683,0.00293,-0.0084,0.4509,1,139.004
ah80136,8,1.0608,0.00895,0.00442,-0.0117,0.3037,1,118.525
ah80136,9,1.1529,0.01464,0.00891,-0.0174,0.0877,1,78.75
ah80140,-5,-0.1446,0.01254,0.00594,-0.0648,0.5077,0.026,-11.5311
ah81131,-1,0.0009,0.00907,0.00273,0.0019,0.693,0.0471,0.0992282
ah81131,10,1.0457,0.02473,0.01898,-0.003,0.0033,1,42.2847
ah81131,3,0.5269,0.00616,0.00264,-0.0179,0.6516,0.9889,85.5357
ah81131,2,0.3878,0.00623,0.00275,-0.011,0.6696,0.9813,62.2472
ah81131,4,0.6662,0.00611,0.00257,-0.0251,0.6287,0.9956,109.034
ah81131,6,0.9143,0.01279,0.00649,-0.0418,0.0541,1,71.4855
ah81131,7,0.9777,0.0157,0.00918,-0.0379,0.0029,1,62.2739
ah82150a,-1,0.3484,0.00652,0.00225,-0.103,0.6909,0.719,53.4356
ah82150a,-2,0.2326,0.00605,0.00192,-0.1018,0.7052,0.677,38.4463
ah82150a,-3,0.1222,0.0081,0.00233,-0.0993,0.7139,0.1657,15.0864
ah82150a,-4,0.0118,0.00927,0.00304,-0.0979,0.7206,0.044,1.27292
ah82150a,0,0.4618,0.00693,0.00274,-0.1034,0.6823,0.7473,66.6378
ah82150a,1,0.5775,0.00693,0.00263,-0.1052,0.6685,0.7524,83.3333
ah82150a,14,1.3262,0.05713,0.05204,-0.0496,0.0032,0.8394,23.2137
